,age,gender,technical affinity,management experience,preTrust,neuroticism,extraversion,openness,agreeableness,conscientiousness,proactivity_strategy,pers_code,step_number1,proactivity1,helpRequest1,suggestionRequest1,duration1,difficulty1,points1,trust1,step_number2,proactivity2,helpRequest2,suggestionRequest2,duration2,difficulty2,points2,trust2,step_number3,proactivity3,helpRequest3,suggestionRequest3,duration3,difficulty3,points3,trust3,step_number4,proactivity4,helpRequest4,suggestionRequest4,duration4,difficulty4,points4,trust4,step_number5,proactivity5,helpRequest5,suggestionRequest5,duration5,difficulty5,points5,trust5,step_number6,proactivity6,helpRequest6,suggestionRequest6,duration6,difficulty6,points6,trust6,step_number7,proactivity7,helpRequest7,suggestionRequest7,duration7,difficulty7,points7,trust7,step_number8,proactivity8,helpRequest8,suggestionRequest8,duration8,difficulty8,points8,trust8,step_number9,proactivity9,helpRequest9,suggestionRequest9,duration9,difficulty9,points9,trust9,step_number10,proactivity10,helpRequest10,suggestionRequest10,duration10,difficulty10,points10,trust10,step_number11,proactivity11,helpRequest11,suggestionRequest11,duration11,difficulty11,points11,trust11,step_number12,proactivity12,helpRequest12,suggestionRequest12,duration12,difficulty12,points12,trust12,#duration,#points
0,47.0,female,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,only_none,010,1,none,0,0,37.0,3.0,10,4,2,none,0,0,37.0,3.0,10,4,3,none,0,1,82.0,1.0,0,3,4,none,1,0,24.0,4.0,0,4,5,none,0,0,31.0,3.0,10,4,6,none,0,0,98.0,3.0,20,4,7,none,0,1,97.0,2.0,20,4,8,none,0,1,29.0,1.0,10,4,9,none,0,1,38.0,1.0,0,3,10,none,0,1,44.0,3.0,0,3,11,none,0,1,26.0,4.0,10,4,12,none,1,1,78.0,3.0,20,4,621.0,110
1,49.0,male,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,only_none,011,1,none,0,1,45.0,2.0,10,4,2,none,0,0,39.0,2.0,10,3,3,none,0,1,40.0,3.0,10,4,4,none,0,1,34.0,2.0,0,3,5,none,0,1,35.0,4.0,10,4,6,none,0,1,59.0,5.0,30,4,7,none,0,0,24.0,2.0,10,4,8,none,0,1,54.0,2.0,20,4,9,none,0,1,21.0,5.0,30,4,10,none,0,1,25.0,4.0,10,4,11,none,0,1,25.0,5.0,10,4,12,none,0,1,32.0,4.0,20,4,433.0,170
2,48.0,male,4.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,only_none,011,1,none,0,0,79.0,2.0,10,3,2,none,0,0,29.0,2.0,0,3,3,none,0,0,59.0,4.0,10,3,4,none,0,0,38.0,2.0,10,3,5,none,0,1,35.0,2.0,10,3,6,none,1,1,26.0,2.0,20,4,7,none,0,0,43.0,3.0,30,4,8,none,0,1,40.0,4.0,20,4,9,none,0,0,36.0,3.0,30,4,10,none,0,1,32.0,4.0,10,4,11,none,0,1,57.0,3.0,10,4,12,none,0,1,32.0,3.0,10,4,506.0,170
3,32.0,male,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,only_none,011,1,none,0,1,38.0,2.0,10,3,2,none,0,0,59.0,3.0,10,2,3,none,0,0,42.0,2.0,0,2,4,none,0,1,41.0,2.0,10,2,5,none,0,1,54.0,2.0,10,2,6,none,0,1,38.0,3.0,30,4,7,none,0,1,26.0,1.0,10,2,8,none,0,1,38.0,3.0,10,2,9,none,0,0,49.0,2.0,30,2,10,none,0,1,27.0,3.0,0,2,11,none,0,1,20.0,2.0,10,2,12,none,0,1,31.0,3.0,20,4,463.0,150
4,50.0,male,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,only_none,101,1,none,0,0,52.0,2.0,10,3,2,none,0,0,22.0,2.0,10,3,3,none,0,0,27.0,2.0,0,3,4,none,0,1,48.0,1.0,10,2,5,none,0,1,41.0,2.0,10,2,6,none,0,0,41.0,4.0,20,3,7,none,0,0,40.0,3.0,20,3,8,none,0,1,49.0,3.0,20,4,9,none,0,1,48.0,3.0,10,2,10,none,0,1,20.0,3.0,10,2,11,none,0,0,23.0,1.0,0,3,12,none,0,1,35.0,3.0,10,2,446.0,130
5,35.0,male,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,only_none,101,1,none,0,0,40.0,1.0,10,3,2,none,1,0,33.0,4.0,10,3,3,none,1,1,39.0,4.0,10,2,4,none,0,1,74.0,2.0,0,3,5,none,0,0,33.0,1.0,0,3,6,none,0,0,79.0,3.0,20,3,7,none,0,1,58.0,1.0,10,3,8,none,0,0,54.0,3.0,20,3,9,none,0,0,60.0,2.0,30,3,10,none,0,0,24.0,3.0,0,3,11,none,0,1,25.0,3.0,10,3,12,none,0,1,23.0,3.0,20,3,542.0,140
6,36.0,female,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,only_none,001,1,none,0,1,43.0,1.0,10,3,2,none,0,1,38.0,2.0,10,3,3,none,0,0,71.0,2.0,0,3,4,none,0,0,57.0,1.0,10,3,5,none,0,0,35.0,2.0,0,3,6,none,0,0,37.0,3.0,10,3,7,none,0,0,31.0,2.0,20,3,8,none,0,1,44.0,3.0,20,3,9,none,0,0,36.0,4.0,20,3,10,none,0,0,23.0,2.0,10,3,11,none,0,1,50.0,2.0,10,3,12,none,0,0,32.0,3.0,0,3,497.0,120
7,40.0,female,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,only_none,011,1,none,0,0,20.0,1.0,10,3,2,none,0,0,56.0,2.0,0,2,3,none,0,0,22.0,2.0,0,3,4,none,0,0,25.0,3.0,0,3,5,none,0,1,37.0,1.0,10,3,6,none,0,1,45.0,2.0,20,3,7,none,0,0,21.0,5.0,10,3,8,none,1,1,41.0,4.0,10,4,9,none,0,1,25.0,5.0,30,5,10,none,0,1,27.0,3.0,10,4,11,none,0,1,47.0,2.0,0,3,12,none,0,1,28.0,2.0,20,4,394.0,120
8,48.0,male,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,only_none,001,1,none,0,0,28.0,2.0,10,3,2,none,1,1,45.0,3.0,10,2,3,none,0,0,26.0,2.0,0,3,4,none,0,0,40.0,2.0,10,3,5,none,0,1,55.0,5.0,10,3,6,none,0,1,30.0,3.0,0,3,7,none,0,1,46.0,3.0,20,4,8,none,0,1,41.0,4.0,20,4,9,none,1,0,24.0,2.0,30,4,10,none,1,1,30.0,2.0,10,4,11,none,0,1,47.0,1.0,0,3,12,none,1,0,31.0,2.0,10,3,443.0,130
9,26.0,female,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,only_none,011,1,none,0,1,43.0,2.0,10,4,2,none,0,0,71.0,2.0,0,2,3,none,1,1,48.0,4.0,10,2,4,none,0,0,46.0,4.0,0,4,5,none,0,0,25.0,3.0,10,4,6,none,0,0,48.0,3.0,0,3,7,none,0,0,35.0,2.0,20,3,8,none,0,0,35.0,4.0,10,4,9,none,0,0,27.0,2.0,40,4,10,none,0,1,24.0,1.0,10,3,11,none,0,1,34.0,3.0,10,4,12,none,0,1,22.0,4.0,20,4,458.0,140
10,27.0,female,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,only_none,001,1,none,0,0,102.0,3.0,10,4,2,none,0,1,49.0,4.0,10,4,3,none,0,0,21.0,2.0,0,3,4,none,0,1,28.0,3.0,10,4,5,none,0,0,55.0,2.0,10,3,6,none,0,0,50.0,2.0,20,3,7,none,0,0,24.0,4.0,10,3,8,none,0,1,63.0,4.0,20,4,9,none,0,1,29.0,4.0,30,4,10,none,0,0,22.0,3.0,10,4,11,none,0,1,81.0,2.0,10,3,12,none,0,0,38.0,2.0,10,3,562.0,150
